,emotions,id,sentence
576,"['depressed', 'suicide.']",948,"['depression', 'anxiety,', 'social', 'withdrawal', 'distrust', 'years', 'after.', 'started', 'severe', 'paranoia', 'poor', 'self-esteem', 'slowly', 'got', 'better', 'time.', 'fact', 'professor', 'never', 'interested', 'intellectually', 'fact', 'using', 'admiring', 'student', 'harass', '(or', 'potentially', 'worse)', 'disturbing', 'negatively', 'impacted', 'self-esteem.', 'also', 'felt', 'alone', 'experience', 'wish', 'could', 'spoken', 'others', 'similar', 'experiences.', 'singularity', 'made', 'feel', 'like', 'something', 'weak', 'wrong', 'specifically.']"
577,"['anxiety', 'panic', 'stress', 'ruined', 'forced', 'disappointment', 'anger,', 'fear', 'guilt']",949,['nan']
578,"['stress', 'discomfort']",950,"['event', 'placed', 'graduate', 'students', 'weird', 'place...', 'position', 'power,', 'people', 'supposedly', 'look', 'to...', 'this.', 'consequence', 'obvious', 'event', 'sexual', 'harassment', 'encouraged', 'continued', 'behavior', 'like', 'it,', 'graduate', 'students,', 'taught', 'normal.', 'myself,', 'continues', 'bother', 'me.']"
579,['blamed'],952,['minor']
580,"['undermined', 'self-confidence', 'depression,', 'difficult', 'excited', 'anxiety', 'huge']",955,['ptsd']
581,"['affected', 'mental', 'mental']",956,"['immediate:', 'despite', 'warned', 'found', 'behavior', 'shocking', 'well', 'unprofessional.', 'determined', 'stay', 'away', 'that,', 'became', 'suspicious', 'faculty', 'grad', 'students,', 'long', 'term', 'cynical', 'men', 'behaviors', 'day.', 'incident', '(like', 'many', 'women', ""i'd"", 'previous', 'incidents,', 'starting', 'childhood.)', 'total,', 'various', 'incidents', 'anti-woman', 'bias', 'gaslighting', 'definitely', 'affected', 'confidence,', 'ability', 'concentrate,', 'trust', 'men', 'legal', 'systems', 'supposed', 'protect', 'us', 'predators.', 'particular', 'incident', 'actually', 'gave', 'confidence,', '""done', 'right', 'thing""', 'situational', 'awareness', 'firm', 'response', 'attempts.', 'overall,', 'though,', ""'s"", 'one', 'bright', 'spot.']"
582,"['anxiety,', 'depression']",957,"['panic', 'attacks']"
583,"['stress,', 'ptsd,', 'syndrome.', 'anxiety']",959,"['shocked', 'upset', 'weeks.', 'still', 'remember', 'note', 'word-for-word']"
584,"['powerless', 'depressed', 'angry']",960,"['wondered', 'crazy', 'think', 'interaction', 'wrong,', 'normal', 'overreacting']"
585,"['angry', 'powerless', 'stressful']",961,"['left', 'angry', 'frustrated.']"
586,['never'],963,"['shock,', 'disillusionment,', 'could', 'people', 'this?']"
587,['therapy'],964,"['remainder', '2015-2016', 'academic', 'year,', 'something', 'state', 'shock.', 'avoided', 'campus', 'much', 'possible.', 'following', 'fall,', 'began', 'experience', 'symptoms', 'anxiety', 'would', 'commute', 'campus.', 'campus,', 'would', 'avoid', 'department', 'want', 'encounter', 'female', 'student/harasser', 'primary', 'ally.', 'ultimately,', 'sought', 'month', 'counseling', 'campus,', 'find', 'helpful', 'required', 'come', 'campus', 'sessions.', 'ultimately,', 'threw', 'work', 'made', 'priority', 'completion', 'degree', 'finding', 'job', 'elsewhere']"
588,"['therapy', 'fear', 'therapy']",969,"['great,', 'also', 'living', 'chronic', 'illness', 'time', 'together', 'difficult.', 'also', 'quality', 'supervision', 'overall', 'poor', '-', 'slack', 'supervision', 'harassment', 'stressful']"
589,"['help', 'lucky', 'worse']",971,['nan']
590,['uneasy'],972,"['increased', 'anxiety/distress']"
591,"['nightmares,', 'anxiety,']",973,"['upsetting', 'made', 'question', 'self-worth', 'well', 'professor', 'would', 'help', 'me.']"
592,['never'],974,"['deep', 'emotional', 'scarring', 'feelings', 'discomfort', 'insecurity']"
593,"['nervous', 'panic']",976,['immense!']
594,"['guilty', 'upset', 'embarrassed', 'fear']",977,"['first', 'state', 'disbelief', 'anger;', 'still', 'am.', 'amazed', 'that,', 'age', '45,', 'would', 'sexually', 'harassed', 'workplace,', 'somewhere', 'that,', 'earlier', 'year', 'tristan', 'retkke', 'civil', 'rights', 'intimidation,', 'i’ve', 'always', 'felt', 'physically', 'safe,', 'protected', 'regular', 'training', 'everyone', 'etsu', 'receives', 'regarding', 'diversity', 'harassment.', 'took', 'one', 'two', 'days', 'work', 'process', 'experience', 'unable', 'focus', 'work.', 'decided', 'report', 'office', 'equity', 'diversity', 'understand', 'psychology', 'personality', 'people', 'sexually', 'harass;', 'habitually', 'offend', 'sense', 'entitlement;', 'plus', 'they’re', 'usually', 'allowed', 'repeat', 'bad', 'behavior.', 'don’t', 'want', 'xxxxx', 'sexually', 'harass', 'students,', 'staff,', 'faculty.', 'feel', 'like', 'i’ve', 'dealt', 'fairly', 'well,', 'know', 'others', 'well-grounded', 'i,', 'wish', 'prevent', 'anyone', 'else,', 'particularly', 'vulnerable', 'students,', 'suffering', 'due', 'xxxxx’s', 'callousness', 'illegal', 'remarks.', 'first', 'time', 'sexually', 'harassed', 'workplace', '(this', 'happened', '1992).', 'harassment', 'october', 'triggered', 'flashbacks', 'earlier', 'physical', 'sexual', 'harassment', 'experienced,', 'well', 'resurfacing', 'memories', 'negative', 'cursory', 'attempt', 'workplace', 'investigate', 'claim,', 'company', 'failed', 'take', 'action', 'on.', '2016', 'harassment', 'significant', 'affect', 'upon', 'emotions', 'physical', 'health.', 'day', 'i’d', 'consistently', 'come', 'cpa', '5,', '6,', 'sometimes', '7', 'days', 'week,', 'exercise.', 'since', 'then,', 'motivation', 'pursuing', 'health', 'goals', 'plummeted', 'i’ve', 'gained', '5-10', 'pounds', 'i’m', 'exercising', 'consistently.', 'may', 'seem', 'extreme,', 'taking', 'pounds', 'struggle', 'reflection', 'hard', 'work', 'cpa', 'attention', 'nutrition,', 'also', 'slipped,', 'tend', 'eat', 'stress-response.', 'every', 'time', 'come', 'cpa', 'consciously', 'avoid', 'going', 'near', 'freshens', 'area', 'catching', 'xxxxx’s', 'attention.', 'can,', 'time', 'workouts', 'within', 'small', 'window', 'freshens', 'smoothie', 'area', 'closed.', 'instead', 'safe', 'welcoming', 'place,', 'cpa', 'negative', 'associations', 'me.', 'october,', 'i’d', 'never', 'felt', 'unwelcome', 'place', 'cpa.', 'permanent', 'staff', 'cpa,', 'student', 'workers,', 'people', 'using', 'gym—staff,', 'students,', 'faculty,', 'etc.', 'create', 'supportive', 'welcoming', 'environment.', 'cpa', 'happy', 'place', 'relished', 'time', 'spent', 'there.', 'i’m', 'upset', 'exercise', 'regimen', 'stalled', 'xxxxx’s', 'verbal', 'harassment', 'sexual', 'nature', 'inappropriate', 'comments', 'body.', 'besides', 'building', 'muscle', 'cardio', 'conditioning,', 'use', 'visits', 'cpa', 'means', 'controlling', 'stress.', 'going', 'everyday', 'made', 'dent', 'stress.', 'now,', 'going', 'week,', 'every', 'two', 'weeks,', 'controlling', 'stress.', 'fact,', 'creates', 'anxiety', 'must', 'hyper-vigilant', 'attracting', 'harassment', 'xxxxx', 'people.', 'it’s', 'irrational', 'know', 'everything', 'gym', 'perfectly', 'normal', 'within', 'regular', 'expectations', 'types', 'exercises.', 'further,', 'attire', 'always', 'met', 'exceeded', 'dress', 'code', 'suggested', 'cpa', 'gym-goers,', 'since', 'xxxxx’s', 'comments', 'body', 'weight,', 'anxious', 'motivated', 'conceal', 'much', 'person', 'possible.', 'made', 'initial', 'inquiry', 'filing', 'complaint', 'october,', 'i’ve', 'delayed', 'making', 'formal,', 'written', 'complaint', 'reliving', 'experience', 'writing', 'it,', 'describing', 'affect', 'it’s', 'me,', 'unpleasant.', 'analyzing', 'it’s', 'distressed', 'make', 'dwell', 'days', 'disturb', 'mood', 'emotional', 'state.']"
595,"['lucky', 'trust']",978,"['self-doubt,', 'self-loathing']"
596,['interested'],979,['anxiety']
597,"['offensive', 'irritated', 'never', 'disgusted']",980,"['saw', 'therapist', 'year', 'continue', 'struggle', 'happened']"
598,"['bad', 'depression', 'cried']",981,"['spent', 'years', 'blaming', 'shaming', 'interaction.', 'still', 'recurrent', 'intrusive', 'thoughts', 'it.', 'along', 'instances', 'sexual', 'harassment,', 'coercion,', 'assault', 'experienced', 'caused', 'traumatic', 'relationship', 'sex.']"
599,"['depressed', 'deeply', 'suicide', 'emotional']",982,"['tremendous', 'impact', 'mental', 'health,', 'terms', 'reduced', 'confidence,', 'memory', 'loss', 'flashbacks', 'around', 'two', 'encounters,', 'panic', 'attacks', 'associated', 'rare', 'ongoing', 'need', 'interact', 'perpetrator.']"
600,"['ptsd', 'anxiety']",983,"['extremely', 'stressful']"
601,['good'],985,"['developed', 'panic', 'disorder', 'extreme', 'difficulty', 'finishing', 'dissertation']"
602,['unable'],987,"['definitely', 'played', 'role', 'lacklustre', 'interview', 'performance']"
603,"['depressed', 'hurt', 'worse']",990,"['shook', 'sure.', 'definitely', 'careful', 'future']"
604,"['mental', 'cried']",991,"['feeling', 'devalued', 'skills', 'abilities']"
605,"['help', 'vulnerable', 'interested']",993,"['difficult', 'come', 'work.', 'cornered', 'hallways,', 'excluded', 'events', 'entirely.']"
606,['worried'],994,"['criticized', 'recognizing', 'harassment', 'well', '-', 'even', 'committee', 'writing', 'harassment', 'policy', 'years', 'earlier!', 'also', 'upset', 'allowed', 'guy', 'annoy', 'one', 'kids.']"
607,"['scared', 'increased', 'anxiety']",997,['nan']
608,['disorder'],1000,['know.']
609,"['suffer', 'depression', 'anxiety']",1002,['nan']
610,['anxiety'],1003,['nan']
611,['traumatic'],1005,"['presence', 'actions', 'friends', 'colleagues', 'makes', 'upset', 'daily.', 'always', 'conflicted', 'whether', 'come', 'forward.', 'done', 'anything', 'personally,', 'friends', 'want', 'come', 'forward', 'fear', 'retaliation']"
612,"['anguish', 'good', 'encouraged', 'question']",1007,"['behavior', 'became', 'erratic,', 'subjected', 'increasing', 'stress', 'greater', 'scrutiny.', 'took', '2', 'years', 'get', 'support', 'necessary', 'revoke', 'board', 'membership.']"
613,"['depression,', 'anxiety,', 'self-doubt,', 'anger,', 'shame']",1008,['nan']
614,"['loss', 'self-confidence', 'struggle', 'challenged', 'abusive', 'good', 'abuse', 'serious', 'abuse', 'never', 'good', 'extreme', 'abuse', 'stop', 'abuse']",1011,['nan']
615,"['anxiety,', 'therapy', 'panic', 'fear,', 'difficult', 'understanding', 'emotional']",1012,"['minor', 'stress.']"
616,"['struggled', 'stress']",1013,['embarassment']
617,"['extremely', 'upset']",1014,"['terrible.', 'lack', 'confidence', 'myself.', 'depression.', 'cannot', 'even', 'remember', 'disease']"
618,"['hard', 'angry', 'disappointed']",1015,"['thesis', 'director', 'toxic', 'many', 'reasons', 'specifically', 'sexual', 'harassment.', 'aggregate,', 'affect', 'mental', 'health', 'significant', '--', 'often', 'depressed', 'afraid', 'go', 'individual', 'thesis', 'hours.']"
619,['distress'],1016,['demoralization']
620,"['unsafe', 'help']",1017,['nan']
621,['doubted'],1019,['none']
622,"['huge', 'negative']",1020,"['ptsd', 'chronic', 'anxious', 'depressive', 'symptoms,', 'social', 'phobia,', 'panic', 'attacks', 'manifest', 'pressured', 'speech', '(i', 'babble', 'inanely', 'nervous', 'dont', 'leave', 'room', 'others', 'making', 'hard', 'connect)', 'occassional', 'depersonalization', '(loss', 'hearing,', 'sight)', 'excessive', 'ruminating', 'coupled', 'flashbacks', 'day', 'terrors', 'make', 'hard', 'go', 'work', 'around', 'people,', 'physical', 'changes', 'including', 'chronic', 'fatigue', 'somaticization', '(body', 'pains', 'chronic', 'colds']"
623,['wary'],1022,"['one', 'isolated', 'incident', 'definitely', 'set', 'tone', 'relationship', 'colleagues', 'superiors.']"
624,"['anxiety,', 'depression,', 'ptsd']",1024,"['began', 'period', 'serious', 'depression', 'anxiety,', 'first', 'time', 'life', 'start', 'attending', 'therapy', 'physicians', 'therapists', 'decided', 'medicate', 'me.', 'period', 'actually', 'suicidal,', 'thinking', 'killing', 'every', 'day', 'came', 'work']"
625,"['definitely', 'imposter', 'syndrome', 'help']",1025,"['nervous', 'wreck', 'three', 'years,', 'exacerbated', 'chronic', 'illness', 'made', 'things', 'difficult', 'home', 'writing.']"
626,"['sad', 'bad', 'hard']",1028,"['irritating', 'go', 'seminars']"
627,['angry.'],1029,['nan']
628,"['stressful', 'worried', 'negative', 'alone']",1035,"['anxiety', 'class']"
629,['negative'],1036,"['sleep', 'well', 'year.', 'took', 'three', 'years', 'get', 'immediate', 'terror', 'possibly', 'job', 'yelled', 'scary', 'guy', 'something', 'even', 'violation', 'policy.']"
630,['question'],1037,"['none,', ""can't"", 'speak', 'woman', 'subject', 'harassment']"
631,['mental'],1038,"[""i'm"", 'angry', 'felt', 'okay', 'thing', 'do.', 'also', 'like', 'feeling', 'like', ""can't"", 'tell', 'anyone,', 'family', 'want', 'drama']"
632,['depressed'],1039,"['activated', 'chronic', 'ptsd', 'past', 'assault', 'school', 'nothing,', 'feel', 'afraid', 'around', 'men', 'sometimes', 'panic', 'attacks', 'go', 'hide', 'small,', 'enclosed,', 'locked', 'space', 'breathe,', 'distrust', 'others']"
633,"['mental', 'worst']",1040,['nan']
634,['discomfort'],1045,['nan']
635,['depression'],1047,"['anxiety', 'teaching']"
636,['counseling'],1048,"['anxious', 'attending', 'conferences/events', 'field,', 'nervous', 'could', 'end', 'room', 'alone', 'person']"
637,"['depression', 'self-doubt,', 'severe', 'ptsd.']",1049,"['contribution', 'trauma-based', 'depression', 'ptsd', 'previous', 'sexual', 'assault']"
638,['anxiety'],1051,"['felt', 'like', 'done', 'something', 'wrong', 'ending', 'situation', 'begin', 'with,', 'like', 'fault.', 'left,', 'went', 'home', 'cried', 'even', 'though', '""nothing""', 'actually', 'happened', 'awkward', 'hour', 'dinner.', 'took', 'realize', 'put', 'situation', 'begin', 'taking', 'advantage', 'power', 'dynamic', 'relationship', 'made', 'scared', 'firmly', 'say', 'since', 'professor.', 'finally', 'heard', 'rumors', '""inappropriate""', 'women', 'class', 'began', 'accept', 'wrong', 'feeling', 'way', 'interaction,', 'putting', 'situation.']"
639,['mad'],1054,"['stress', 'confusion']"
640,"['mental', 'suffered', 'ptsd', 'sick']",1055,"['disillusionment', 'field', 'study', 'supporting', 'status', 'quo', 'achieves', 'positions', 'power']"
641,"['mental', 'mental', 'difficult', 'trusting']",1058,"['friend', 'nervous', 'breakdown', 'due', 'threats', 'harassment', 'adviser', 'continues', 'therapy', 'years', 'later']"
642,"['depression', 'exacerbated', 'depression,']",1059,"['terrible.', 'weeping,', 'anxiety,', 'depression,', 'fear,', 'despair']"
643,"['sick', 'anxiety']",1061,"['anxious', 'depressed']"
644,"['suffered', 'anxiety', 'panic', 'anxiety', 'doubt', 'sure']",1062,"['deal', 'ptsd', 'all.']"
645,['scared'],1063,['nan']
646,"['increased', 'stress']",1064,['nan']
647,"['anger,', 'hard', 'anxiety']",1065,"['impacts', 'confidence,', 'stress,', 'general', 'happiness.']"
648,['depression.'],1066,"['experiences', 'sexual', 'advances', 'male', 'professors', 'posing', 'guise', 'interested', '""mentor""', 'made', 'insecure', 'intellectual', 'capabilities,', 'making', 'fearful', 'reason', 'men', 'field', 'show', 'interest', 'work', 'secretly', 'want', 'sleep', 'me.', 'turn', 'contributed', '(admittedly)', 'preexistent', 'anxiety,', 'recently', 'become', 'severe,', 'due', 'prevalence', 'descriptions', 'sexual', 'harassment', 'media,', 'taking', 'medication', 'considered', 'going', 'medical', 'leave', 'program']"
649,"['destroyed', 'mental']",1068,"['really', 'frustrated', 'anonymity', 'knowing', 'fearful', 'well', 'worried', 'types', 'notes', 'made', 'look', 'unprofessional', 'extension.', 'genuinely', 'worried', 'peers', 'would', 'somehow', 'perceive', 'less', 'academic']"
650,['depression'],1069,"['perpetuated', 'belief', 'beauty', 'lack', 'currency.']"
651,['sure'],1071,['non-trivial']
652,"['good', 'guilt', 'depression', 'anxiety', 'alone']",1072,"['stress,', 'anxiety']"
653,"['severe', 'depression,']",1073,['nan']
654,"['horrible.', 'counseling', 'terrified']",1074,"['really', 'fucked', 'view', 'profession.']"
655,"['ptsd', 'panic', 'disorder,', 'depression']",1075,"['took', 'months', 'get', 'it.', 'i’m', 'still', 'mad', 'it.', 'ever', 'see', 'person', 'wil', 'confront', 'make', 'sure', 'knows', 'see', 'harassing', 'women', 'publicly', 'shame', 'him.', 'horrible', 'predator']"
656,['upsetting'],1076,"['healthy', 'distrust', 'male', 'professors', 'certain', 'type', '(very', 'comfortable', 'power', 'have).', 'say', ""'healthy'"", 'purpose,', 'proven', 'justified', 'several', 'occasions', '-', 'physical', 'threatening', 'one.']"
657,"['angry', 'sad', 'difficult', 'good', 'powerless']",1077,['none']
658,"['anger,', 'distress']",1079,"['naturally', 'depressive.', 'therapy', 'taking', 'prozac', 'harassment,', 'well,', 'well', 'thought', 'need', 'more.', 'improvement,', 'made', 'decision', 'go', 'graduate', 'school', 'become', 'historian.', 'developed', 'sense', 'smart', '--', 'maybe', 'brilliant,', 'capable', 'intellectual.', 'respected', 'harasser', 'scholar,', 'cultivation', 'student', 'made', 'feel', 'confident.', 'realized', 'interest', 'prurient,', 'called', '""flaky""', '""an', 'idiot""', 'graduate', 'students', 'said', '""great', 'tits""', 'wanted', '""see', ""what's"", 'top', 'button,""', 'wanted', 'help', 'male', 'colleagues', 'go', 'better', 'doctoral', 'programs', 'became', 'infuriated', 'asked', 'thing,', 'would', 'ruin', 'career', 'let', 'touch', 'me,', 'whole', 'sense', 'intelligence,', 'analytical', 'ability,', 'judgement,', 'future', 'collapsed.', 'time,', 'ended', 'one,', 'three', 'successive', 'abusive', 'personal', 'relationships,', 'tried', 'join', 'army', 'escape', '(they', 'rejected', 'prozac', '--', 'thank', 'goodness!).', 'lost', 'funding', 'realized', 'second', 'advisor', 'risk', 'association', 'me,', 'became', 'suicidal', 'began', 'cutting', 'myself.', 'throughout,', 'migraines', 'roughly', 'twice', 'month,', 'bad', 'ones', 'lasted', 'several', 'days', 'row.', 'then,', 'shame.', 'oh,', 'shame', 'would', 'end.', 'shame', 'getting', 'first', 'place.', 'shame', 'denying', 'long.', 'shame', 'reporting', 'minute', 'knew', 'was.', 'shame', 'guilt', 'that,', 'reporting', 'it,', 'left', 'woman', 'vulnerable.', 'shame', 'perhaps', 'one', 'stupid', 'enough', 'fallen', 'situation.', 'shame', 'sure', 'everyone', 'know', 'thought', 'crazy', 'asking', 'blowing', 'proportion.', 'honestly,', 'writing', 'now,', 'know', 'got', 'except', 'fantastic', 'therapists', 'student', 'health', 'counseling', 'center,', 'prozac,', 'feminism,', 'making', 'friends', 'new', 'cohort', 'graduate', 'students']"
